Index,Year,Suburb,OffenceType,CPI-Annual-Change
7755,2008,BANKS CREEK,GOOD_ORDER,VERY HIGH
7756,2009,BANKS CREEK,ARSON,VERY HIGH
7757,2010,BANKS CREEK,GOOD_ORDER,MEDIUM
7758,2010,BANKS CREEK,GOOD_ORDER,MEDIUM
7759,2010,BANKS CREEK,THEFT,MEDIUM
7760,2014,BANKS CREEK,PROPERTY_DAMAGE,MEDIUM
7761,2007,BARDON,DRUG,HIGH
7762,2007,BARDON,PROPERTY_DAMAGE,HIGH
7763,2007,BARDON,PROPERTY_DAMAGE,HIGH
7764,2007,BARDON,UNLAWFUL_ENTRY,HIGH
7765,2008,BARDON,PROPERTY_DAMAGE,VERY HIGH
7766,2008,BARDON,PROPERTY_DAMAGE,VERY HIGH
7767,2009,BARDON,THEFT,VERY HIGH
7768,2009,BARDON,PROPERTY_DAMAGE,VERY HIGH
7769,2010,BARDON,PROPERTY_DAMAGE,MEDIUM
7770,2010,BARDON,PROPERTY_DAMAGE,MEDIUM
7771,2010,BARDON,DRUG,MEDIUM
7772,2011,BARDON,DRUG,HIGH
7773,2011,BARDON,THEFT,HIGH
7774,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
7775,2012,BARDON,DRUG,VERY LOW
7776,2012,BARDON,THEFT,VERY LOW
7777,2013,BARDON,PROPERTY_DAMAGE,VERY LOW
7778,2017,BARDON,DRUG,VERY LOW
7779,2017,BARDON,DRUG,VERY LOW
7780,2007,BARDON,PROPERTY_DAMAGE,HIGH
7781,2007,BARDON,THEFT,HIGH
7782,2007,BARDON,UNLAWFUL_ENTRY,HIGH
7783,2007,BARDON,UNLAWFUL_ENTRY,HIGH
7784,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7785,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7786,2008,BARDON,GOOD_ORDER,VERY HIGH
7787,2008,BARDON,THEFT,VERY HIGH
7788,2010,BARDON,DRUG,MEDIUM
7789,2010,BARDON,THEFT,MEDIUM
7790,2011,BARDON,THEFT,HIGH
7791,2011,BARDON,UNLAWFUL_ENTRY,HIGH
7792,2012,BARDON,FRAUD,VERY LOW
7793,2012,BARDON,THEFT,VERY LOW
7794,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
7795,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
7796,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
7797,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
7798,2015,BARDON,THEFT,VERY LOW
7799,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
7800,2014,BARDON,DRUG,MEDIUM
7801,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
7802,2014,BARDON,DRUG,MEDIUM
7803,2016,BARDON,ASSAULT,VERY LOW
7804,2016,BARDON,PROPERTY_DAMAGE,VERY LOW
7805,2016,BARDON,ASSAULT,VERY LOW
7806,2017,BARDON,ASSAULT,VERY LOW
7807,2007,BARDON,PROPERTY_DAMAGE,HIGH
7808,2007,BARDON,GOOD_ORDER,HIGH
7809,2007,BARDON,GOOD_ORDER,HIGH
7810,2007,BARDON,GOOD_ORDER,HIGH
7811,2007,BARDON,GOOD_ORDER,HIGH
7812,2007,BARDON,GOOD_ORDER,HIGH
7813,2007,BARDON,GOOD_ORDER,HIGH
7814,2007,BARDON,GOOD_ORDER,HIGH
7815,2007,BARDON,GOOD_ORDER,HIGH
7816,2007,BARDON,GOOD_ORDER,HIGH
7817,2007,BARDON,GOOD_ORDER,HIGH
7818,2008,BARDON,GOOD_ORDER,VERY HIGH
7819,2008,BARDON,GOOD_ORDER,VERY HIGH
7820,2008,BARDON,GOOD_ORDER,VERY HIGH
7821,2008,BARDON,GOOD_ORDER,VERY HIGH
7822,2009,BARDON,PROPERTY_DAMAGE,VERY HIGH
7823,2009,BARDON,PROPERTY_DAMAGE,VERY HIGH
7824,2009,BARDON,PROPERTY_DAMAGE,VERY HIGH
7825,2009,BARDON,GOOD_ORDER,VERY HIGH
7826,2009,BARDON,PROPERTY_DAMAGE,VERY HIGH
7827,2009,BARDON,PROPERTY_DAMAGE,VERY HIGH
7828,2009,BARDON,GOOD_ORDER,VERY HIGH
7829,2010,BARDON,ASSAULT,MEDIUM
7830,2010,BARDON,PROPERTY_DAMAGE,MEDIUM
7831,2010,BARDON,PROPERTY_DAMAGE,MEDIUM
7832,2010,BARDON,ASSAULT,MEDIUM
7833,2010,BARDON,GOOD_ORDER,MEDIUM
7834,2010,BARDON,GOOD_ORDER,MEDIUM
7835,2010,BARDON,PROPERTY_DAMAGE,MEDIUM
7836,2011,BARDON,THEFT,HIGH
7837,2012,BARDON,GOOD_ORDER,VERY LOW
7838,2012,BARDON,GOOD_ORDER,VERY LOW
7839,2012,BARDON,GOOD_ORDER,VERY LOW
7840,2013,BARDON,GOOD_ORDER,VERY LOW
7841,2013,BARDON,GOOD_ORDER,VERY LOW
7842,2013,BARDON,ASSAULT,VERY LOW
7843,2013,BARDON,GOOD_ORDER,VERY LOW
7844,2013,BARDON,GOOD_ORDER,VERY LOW
7845,2013,BARDON,GOOD_ORDER,VERY LOW
7846,2013,BARDON,GOOD_ORDER,VERY LOW
7847,2013,BARDON,GOOD_ORDER,VERY LOW
7848,2013,BARDON,GOOD_ORDER,VERY LOW
7849,2014,BARDON,HANDLING_STOLEN_GOODS,MEDIUM
7850,2014,BARDON,DRUG,MEDIUM
7851,2014,BARDON,GOOD_ORDER,MEDIUM
7852,2014,BARDON,GOOD_ORDER,MEDIUM
7853,2014,BARDON,GOOD_ORDER,MEDIUM
7854,2014,BARDON,GOOD_ORDER,MEDIUM
7855,2014,BARDON,GOOD_ORDER,MEDIUM
7856,2014,BARDON,GOOD_ORDER,MEDIUM
7857,2014,BARDON,GOOD_ORDER,MEDIUM
7858,2015,BARDON,GOOD_ORDER,VERY LOW
7859,2015,BARDON,GOOD_ORDER,VERY LOW
7860,2015,BARDON,GOOD_ORDER,VERY LOW
7861,2017,BARDON,GOOD_ORDER,VERY LOW
7862,2007,BARDON,DRUG,HIGH
7863,2008,BARDON,DRUG,VERY HIGH
7864,2008,BARDON,HANDLING_STOLEN_GOODS,VERY HIGH
7865,2008,BARDON,DRUG,VERY HIGH
7866,2009,BARDON,THEFT,VERY HIGH
7867,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7868,2010,BARDON,UNLAWFUL_ENTRY,MEDIUM
7869,2011,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
7870,2011,BARDON,DRUG,HIGH
7871,2011,BARDON,THEFT,HIGH
7872,2012,BARDON,THEFT,VERY LOW
7873,2012,BARDON,GOOD_ORDER,VERY LOW
7874,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
7875,2013,BARDON,THEFT,VERY LOW
7876,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
7877,2014,BARDON,PROPERTY_DAMAGE,MEDIUM
7878,2014,BARDON,THEFT,MEDIUM
7879,2015,BARDON,UNLAWFUL_ENTRY,VERY LOW
7880,2017,BARDON,UNLAWFUL_ENTRY,VERY LOW
7881,2017,BARDON,THEFT,VERY LOW
7882,2017,BARDON,UNLAWFUL_ENTRY,VERY LOW
7883,2007,BARDON,THEFT,HIGH
7884,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7885,2009,BARDON,GOOD_ORDER,VERY HIGH
7886,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7887,2010,BARDON,UNLAWFUL_ENTRY,MEDIUM
7888,2011,BARDON,THEFT,HIGH
7889,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
7890,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
7891,2013,BARDON,THEFT,VERY LOW
7892,2013,BARDON,PROPERTY_DAMAGE,VERY LOW
7893,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
7894,2007,BARDON,THEFT,HIGH
7895,2007,BARDON,UNLAWFUL_ENTRY,HIGH
7896,2007,BARDON,FRAUD,HIGH
7897,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7898,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7899,2010,BARDON,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
7900,2010,BARDON,GOOD_ORDER,MEDIUM
7901,2013,BARDON,FRAUD,VERY LOW
7902,2012,BARDON,ARSON,VERY LOW
7903,2012,BARDON,THEFT,VERY LOW
7904,2013,BARDON,THEFT,VERY LOW
7905,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
7906,2007,BARDON,DRUG,HIGH
7907,2007,BARDON,DRUG,HIGH
7908,2007,BARDON,THEFT,HIGH
7909,2007,BARDON,UNLAWFUL_ENTRY,HIGH
7910,2007,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
7911,2007,BARDON,THEFT,HIGH
7912,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7913,2008,BARDON,THEFT,VERY HIGH
7914,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7915,2008,BARDON,GOOD_ORDER,VERY HIGH
7916,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7917,2010,BARDON,THEFT,MEDIUM
7918,2011,BARDON,PROPERTY_DAMAGE,HIGH
7919,2011,BARDON,THEFT,HIGH
7920,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
7921,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
7922,2013,BARDON,THEFT,VERY LOW
7923,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
7924,2014,BARDON,GOOD_ORDER,MEDIUM
7925,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
7926,2014,BARDON,THEFT,MEDIUM
7927,2014,BARDON,THEFT,MEDIUM
7928,2015,BARDON,GOOD_ORDER,VERY LOW
7929,2007,BARDON,DRUG,HIGH
7930,2007,BARDON,UNLAWFUL_ENTRY,HIGH
7931,2007,BARDON,THEFT,HIGH
7932,2009,BARDON,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
7933,2009,BARDON,THEFT,VERY HIGH
7934,2011,BARDON,THEFT,HIGH
7935,2011,BARDON,UNLAWFUL_ENTRY,HIGH
7936,2011,BARDON,UNLAWFUL_ENTRY,HIGH
7937,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
7938,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
7939,2014,BARDON,THEFT,MEDIUM
7940,2015,BARDON,UNLAWFUL_ENTRY,VERY LOW
7941,2016,BARDON,PROPERTY_DAMAGE,VERY LOW
7942,2007,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
7943,2007,BARDON,GOOD_ORDER,HIGH
7944,2007,BARDON,GOOD_ORDER,HIGH
7945,2009,BARDON,GOOD_ORDER,VERY HIGH
7946,2009,BARDON,GOOD_ORDER,VERY HIGH
7947,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7948,2009,BARDON,GOOD_ORDER,VERY HIGH
7949,2010,BARDON,PROPERTY_DAMAGE,MEDIUM
7950,2011,BARDON,THEFT,HIGH
7951,2011,BARDON,GOOD_ORDER,HIGH
7952,2012,BARDON,GOOD_ORDER,VERY LOW
7953,2012,BARDON,DRUG,VERY LOW
7954,2015,BARDON,GOOD_ORDER,VERY LOW
7955,2016,BARDON,THEFT,VERY LOW
7956,2007,BARDON,PROPERTY_DAMAGE,HIGH
7957,2007,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
7958,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
7959,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
7960,2015,BARDON,UNLAWFUL_ENTRY,VERY LOW
7961,2015,BARDON,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
7962,2017,BARDON,THEFT,VERY LOW
7963,2017,BARDON,UNLAWFUL_ENTRY,VERY LOW
7964,2017,BARDON,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
7965,2007,BARDON,PROPERTY_DAMAGE,HIGH
7966,2013,BARDON,THEFT,VERY LOW
7967,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
7968,2013,BARDON,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
7969,2014,BARDON,THEFT,MEDIUM
7970,2014,BARDON,THEFT,MEDIUM
7971,2007,BARDON,GOOD_ORDER,HIGH
7972,2007,BARDON,ASSAULT,HIGH
7973,2007,BARDON,GOOD_ORDER,HIGH
7974,2007,BARDON,UNLAWFUL_ENTRY,HIGH
7975,2007,BARDON,PROPERTY_DAMAGE,HIGH
7976,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
7977,2008,BARDON,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
7978,2008,BARDON,GOOD_ORDER,VERY HIGH
7979,2008,BARDON,GOOD_ORDER,VERY HIGH
7980,2009,BARDON,THEFT,VERY HIGH
7981,2009,BARDON,PROPERTY_DAMAGE,VERY HIGH
7982,2009,BARDON,THEFT,VERY HIGH
7983,2009,BARDON,ASSAULT,VERY HIGH
7984,2009,BARDON,PROPERTY_DAMAGE,VERY HIGH
7985,2010,BARDON,PROPERTY_DAMAGE,MEDIUM
7986,2010,BARDON,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
7987,2010,BARDON,UNLAWFUL_ENTRY,MEDIUM
7988,2010,BARDON,PROPERTY_DAMAGE,MEDIUM
7989,2010,BARDON,GOOD_ORDER,MEDIUM
7990,2010,BARDON,DRUG,MEDIUM
7991,2010,BARDON,THEFT,MEDIUM
7992,2011,BARDON,DRUG,HIGH
7993,2011,BARDON,THEFT,HIGH
7994,2011,BARDON,PROPERTY_DAMAGE,HIGH
7995,2011,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
7996,2011,BARDON,DRUG,HIGH
7997,2012,BARDON,ASSAULT,VERY LOW
7998,2012,BARDON,HANDLING_STOLEN_GOODS,VERY LOW
7999,2012,BARDON,DRUG,VERY LOW
8000,2013,BARDON,GOOD_ORDER,VERY LOW
8001,2014,BARDON,GOOD_ORDER,MEDIUM
8002,2014,BARDON,DRUG,MEDIUM
8003,2014,BARDON,DRUG,MEDIUM
8004,2015,BARDON,GOOD_ORDER,VERY LOW
8005,2015,BARDON,DRUG,VERY LOW
8006,2016,BARDON,UNLAWFUL_ENTRY,VERY LOW
8007,2017,BARDON,THEFT,VERY LOW
8008,2007,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
8009,2007,BARDON,PROPERTY_DAMAGE,HIGH
8010,2008,BARDON,THEFT,VERY HIGH
8011,2008,BARDON,DRUG,VERY HIGH
8012,2008,BARDON,DRUG,VERY HIGH
8013,2008,BARDON,DRUG,VERY HIGH
8014,2011,BARDON,UNLAWFUL_ENTRY,HIGH
8015,2011,BARDON,THEFT,HIGH
8016,2011,BARDON,THEFT,HIGH
8017,2011,BARDON,UNLAWFUL_ENTRY,HIGH
8018,2012,BARDON,THEFT,VERY LOW
8019,2012,BARDON,THEFT,VERY LOW
8020,2014,BARDON,THEFT,MEDIUM
8021,2014,BARDON,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
8022,2015,BARDON,THEFT,VERY LOW
8023,2015,BARDON,THEFT,VERY LOW
8024,2017,BARDON,THEFT,VERY LOW
8025,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8026,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8027,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8028,2008,BARDON,THEFT,VERY HIGH
8029,2008,BARDON,GOOD_ORDER,VERY HIGH
8030,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8031,2010,BARDON,GOOD_ORDER,MEDIUM
8032,2011,BARDON,THEFT,HIGH
8033,2011,BARDON,UNLAWFUL_ENTRY,HIGH
8034,2011,BARDON,ASSAULT,HIGH
8035,2011,BARDON,ROBBERY,HIGH
8036,2012,BARDON,GOOD_ORDER,VERY LOW
8037,2013,BARDON,HANDLING_STOLEN_GOODS,VERY LOW
8038,2013,BARDON,DRUG,VERY LOW
8039,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
8040,2014,BARDON,DRUG,MEDIUM
8041,2014,BARDON,DRUG,MEDIUM
8042,2014,BARDON,GOOD_ORDER,MEDIUM
8043,2015,BARDON,DRUG,VERY LOW
8044,2016,BARDON,THEFT,VERY LOW
8045,2016,BARDON,DRUG,VERY LOW
8046,2017,BARDON,DRUG,VERY LOW
8047,2017,BARDON,ASSAULT,VERY LOW
8048,2017,BARDON,ASSAULT,VERY LOW
8049,2008,BARDON,FRAUD,VERY HIGH
8050,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8051,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8052,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8053,2008,BARDON,DRUG,VERY HIGH
8054,2009,BARDON,PROPERTY_DAMAGE,VERY HIGH
8055,2011,BARDON,GOOD_ORDER,HIGH
8056,2011,BARDON,GOOD_ORDER,HIGH
8057,2012,BARDON,GOOD_ORDER,VERY LOW
8058,2013,BARDON,PROPERTY_DAMAGE,VERY LOW
8059,2014,BARDON,DRUG,MEDIUM
8060,2015,BARDON,THEFT,VERY LOW
8061,2016,BARDON,UNLAWFUL_ENTRY,VERY LOW
8062,2017,BARDON,UNLAWFUL_ENTRY,VERY LOW
8063,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8064,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8065,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8066,2007,BARDON,THEFT,HIGH
8067,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8068,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
8069,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
8070,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
8071,2014,BARDON,THEFT,MEDIUM
8072,2017,BARDON,UNLAWFUL_ENTRY,VERY LOW
8073,2017,BARDON,THEFT,VERY LOW
8074,2017,BARDON,THEFT,VERY LOW
8075,2007,BARDON,THEFT,HIGH
8076,2007,BARDON,THEFT,HIGH
8077,2007,BARDON,THEFT,HIGH
8078,2007,BARDON,THEFT,HIGH
8079,2007,BARDON,DRUG,HIGH
8080,2007,BARDON,DRUG,HIGH
8081,2007,BARDON,HANDLING_STOLEN_GOODS,HIGH
8082,2007,BARDON,HANDLING_STOLEN_GOODS,HIGH
8083,2008,BARDON,DRUG,VERY HIGH
8084,2008,BARDON,THEFT,VERY HIGH
8085,2009,BARDON,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
8086,2009,BARDON,DRUG,VERY HIGH
8087,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8088,2010,BARDON,DRUG,MEDIUM
8089,2010,BARDON,ASSAULT,MEDIUM
8090,2010,BARDON,THEFT,MEDIUM
8091,2011,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
8092,2011,BARDON,ASSAULT,HIGH
8093,2012,BARDON,DRUG,VERY LOW
8094,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
8095,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
8096,2015,BARDON,THEFT,VERY LOW
8097,2015,BARDON,THEFT,VERY LOW
8098,2017,BARDON,PROPERTY_DAMAGE,VERY LOW
8099,2007,BARDON,THEFT,HIGH
8100,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8101,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8102,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8103,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8104,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8105,2009,BARDON,ASSAULT,VERY HIGH
8106,2009,BARDON,THEFT,VERY HIGH
8107,2010,BARDON,PROPERTY_DAMAGE,MEDIUM
8108,2012,BARDON,THEFT,VERY LOW
8109,2016,BARDON,PROPERTY_DAMAGE,VERY LOW
8110,2007,BARDON,ASSAULT,HIGH
8111,2007,BARDON,THEFT,HIGH
8112,2007,BARDON,DRUG,HIGH
8113,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8114,2007,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
8115,2007,BARDON,DRUG,HIGH
8116,2007,BARDON,PROPERTY_DAMAGE,HIGH
8117,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8118,2007,BARDON,DRUG,HIGH
8119,2007,BARDON,DRUG,HIGH
8120,2007,BARDON,HANDLING_STOLEN_GOODS,HIGH
8121,2007,BARDON,DRUG,HIGH
8122,2007,BARDON,ROBBERY,HIGH
8123,2008,BARDON,HANDLING_STOLEN_GOODS,VERY HIGH
8124,2008,BARDON,PROPERTY_DAMAGE,VERY HIGH
8125,2008,BARDON,ASSAULT,VERY HIGH
8126,2008,BARDON,THEFT,VERY HIGH
8127,2009,BARDON,ASSAULT,VERY HIGH
8128,2009,BARDON,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
8129,2009,BARDON,THEFT,VERY HIGH
8130,2010,BARDON,UNLAWFUL_ENTRY,MEDIUM
8131,2010,BARDON,THEFT,MEDIUM
8132,2011,BARDON,THEFT,HIGH
8133,2011,BARDON,THEFT,HIGH
8134,2011,BARDON,THEFT,HIGH
8135,2011,BARDON,THEFT,HIGH
8136,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8137,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8138,2012,BARDON,THEFT,VERY LOW
8139,2012,BARDON,THEFT,VERY LOW
8140,2012,BARDON,THEFT,VERY LOW
8141,2013,BARDON,THEFT,VERY LOW
8142,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
8143,2013,BARDON,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
8144,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
8145,2013,BARDON,THEFT,VERY LOW
8146,2013,BARDON,THEFT,VERY LOW
8147,2015,BARDON,DRUG,VERY LOW
8148,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
8149,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
8150,2014,BARDON,PROPERTY_DAMAGE,MEDIUM
8151,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
8152,2015,BARDON,PROPERTY_DAMAGE,VERY LOW
8153,2016,BARDON,PROPERTY_DAMAGE,VERY LOW
8154,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8155,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8156,2007,BARDON,THEFT,HIGH
8157,2008,BARDON,FRAUD,VERY HIGH
8158,2010,BARDON,UNLAWFUL_ENTRY,MEDIUM
8159,2010,BARDON,THEFT,MEDIUM
8160,2011,BARDON,PROPERTY_DAMAGE,HIGH
8161,2011,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
8162,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8163,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8164,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8165,2012,BARDON,ASSAULT,VERY LOW
8166,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8167,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8168,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8169,2012,BARDON,ASSAULT,VERY LOW
8170,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8171,2012,BARDON,ASSAULT,VERY LOW
8172,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8173,2012,BARDON,THEFT,VERY LOW
8174,2013,BARDON,PROPERTY_DAMAGE,VERY LOW
8175,2013,BARDON,ASSAULT,VERY LOW
8176,2013,BARDON,ASSAULT,VERY LOW
8177,2013,BARDON,PROPERTY_DAMAGE,VERY LOW
8178,2013,BARDON,PROPERTY_DAMAGE,VERY LOW
8179,2013,BARDON,PROPERTY_DAMAGE,VERY LOW
8180,2014,BARDON,FRAUD,MEDIUM
8181,2014,BARDON,THEFT,MEDIUM
8182,2014,BARDON,ASSAULT,MEDIUM
8183,2015,BARDON,ASSAULT,VERY LOW
8184,2015,BARDON,ASSAULT,VERY LOW
8185,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8186,2007,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
8187,2007,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
8188,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8189,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8190,2009,BARDON,THEFT,VERY HIGH
8191,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8192,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8193,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8194,2010,BARDON,THEFT,MEDIUM
8195,2011,BARDON,UNLAWFUL_ENTRY,HIGH
8196,2011,BARDON,UNLAWFUL_ENTRY,HIGH
8197,2011,BARDON,UNLAWFUL_ENTRY,HIGH
8198,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
8199,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8200,2012,BARDON,UNLAWFUL_ENTRY,VERY LOW
8201,2012,BARDON,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
8202,2014,BARDON,THEFT,MEDIUM
8203,2015,BARDON,DRUG,VERY LOW
8204,2015,BARDON,DRUG,VERY LOW
8205,2016,BARDON,THEFT,VERY LOW
8206,2016,BARDON,UNLAWFUL_ENTRY,VERY LOW
8207,2007,BARDON,UNLAWFUL_MOTOR_VEHICLE,HIGH
8208,2007,BARDON,ASSAULT,HIGH
8209,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8210,2007,BARDON,ASSAULT,HIGH
8211,2009,BARDON,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
8212,2009,BARDON,PROPERTY_DAMAGE,VERY HIGH
8213,2010,BARDON,DRUG,MEDIUM
8214,2010,BARDON,THEFT,MEDIUM
8215,2011,BARDON,PROPERTY_DAMAGE,HIGH
8216,2012,BARDON,PROPERTY_DAMAGE,VERY LOW
8217,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
8218,2007,BARDON,THEFT,HIGH
8219,2007,BARDON,THEFT,HIGH
8220,2007,BARDON,PROPERTY_DAMAGE,HIGH
8221,2007,BARDON,THEFT,HIGH
8222,2007,BARDON,ASSAULT,HIGH
8223,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8224,2009,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8225,2010,BARDON,THEFT,MEDIUM
8226,2014,BARDON,HOMOCIDE,MEDIUM
8227,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
8228,2015,BARDON,PROPERTY_DAMAGE,VERY LOW
8229,2017,BARDON,UNLAWFUL_ENTRY,VERY LOW
8230,2007,BARDON,DRUG,HIGH
8231,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8232,2007,BARDON,PROPERTY_DAMAGE,HIGH
8233,2007,BARDON,UNLAWFUL_ENTRY,HIGH
8234,2008,BARDON,UNLAWFUL_ENTRY,VERY HIGH
8235,2008,BARDON,THEFT,VERY HIGH
8236,2009,BARDON,THEFT,VERY HIGH
8237,2010,BARDON,ROBBERY,MEDIUM
8238,2010,BARDON,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
8239,2011,BARDON,THEFT,HIGH
8240,2011,BARDON,UNLAWFUL_ENTRY,HIGH
8241,2011,BARDON,UNLAWFUL_ENTRY,HIGH
8242,2011,BARDON,UNLAWFUL_ENTRY,HIGH
8243,2012,BARDON,DRUG,VERY LOW
8244,2012,BARDON,ROBBERY,VERY LOW
8245,2013,BARDON,UNLAWFUL_ENTRY,VERY LOW
8246,2013,BARDON,GOOD_ORDER,VERY LOW
8247,2014,BARDON,UNLAWFUL_ENTRY,MEDIUM
8248,2015,BARDON,UNLAWFUL_ENTRY,VERY LOW
