Index,Year,Suburb,OffenceType,CPI-Annual-Change
10594,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10595,2008,CARINDALE,THEFT,VERY HIGH
10596,2008,CARINDALE,THEFT,VERY HIGH
10597,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10598,2008,CARINDALE,THEFT,VERY HIGH
10599,2008,CARINDALE,ASSAULT,VERY HIGH
10600,2008,CARINDALE,THEFT,VERY HIGH
10601,2008,CARINDALE,THEFT,VERY HIGH
10602,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10603,2008,CARINDALE,THEFT,VERY HIGH
10604,2008,CARINDALE,THEFT,VERY HIGH
10605,2008,CARINDALE,THEFT,VERY HIGH
10606,2008,CARINDALE,THEFT,VERY HIGH
10607,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10608,2008,CARINDALE,GOOD_ORDER,VERY HIGH
10609,2008,CARINDALE,FRAUD,VERY HIGH
10610,2008,CARINDALE,THEFT,VERY HIGH
10611,2008,CARINDALE,THEFT,VERY HIGH
10612,2008,CARINDALE,THEFT,VERY HIGH
10613,2008,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10614,2008,CARINDALE,THEFT,VERY HIGH
10615,2008,CARINDALE,GOOD_ORDER,VERY HIGH
10616,2008,CARINDALE,ASSAULT,VERY HIGH
10617,2008,CARINDALE,THEFT,VERY HIGH
10618,2008,CARINDALE,THEFT,VERY HIGH
10619,2008,CARINDALE,THEFT,VERY HIGH
10620,2008,CARINDALE,DRUG,VERY HIGH
10621,2008,CARINDALE,THEFT,VERY HIGH
10622,2008,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10623,2008,CARINDALE,THEFT,VERY HIGH
10624,2008,CARINDALE,THEFT,VERY HIGH
10625,2008,CARINDALE,THEFT,VERY HIGH
10626,2008,CARINDALE,THEFT,VERY HIGH
10627,2008,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
10628,2008,CARINDALE,THEFT,VERY HIGH
10629,2008,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
10630,2008,CARINDALE,THEFT,VERY HIGH
10631,2008,CARINDALE,THEFT,VERY HIGH
10632,2008,CARINDALE,THEFT,VERY HIGH
10633,2008,CARINDALE,THEFT,VERY HIGH
10634,2008,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
10635,2008,CARINDALE,THEFT,VERY HIGH
10636,2008,CARINDALE,THEFT,VERY HIGH
10637,2008,CARINDALE,ASSAULT,VERY HIGH
10638,2008,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10639,2008,CARINDALE,THEFT,VERY HIGH
10640,2008,CARINDALE,THEFT,VERY HIGH
10641,2008,CARINDALE,THEFT,VERY HIGH
10642,2008,CARINDALE,THEFT,VERY HIGH
10643,2008,CARINDALE,THEFT,VERY HIGH
10644,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10645,2008,CARINDALE,THEFT,VERY HIGH
10646,2008,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10647,2008,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10648,2008,CARINDALE,THEFT,VERY HIGH
10649,2008,CARINDALE,ASSAULT,VERY HIGH
10650,2008,CARINDALE,THEFT,VERY HIGH
10651,2008,CARINDALE,THEFT,VERY HIGH
10652,2008,CARINDALE,THEFT,VERY HIGH
10653,2008,CARINDALE,THEFT,VERY HIGH
10654,2008,CARINDALE,THEFT,VERY HIGH
10655,2008,CARINDALE,FRAUD,VERY HIGH
10656,2008,CARINDALE,THEFT,VERY HIGH
10657,2008,CARINDALE,THEFT,VERY HIGH
10658,2008,CARINDALE,ASSAULT,VERY HIGH
10659,2008,CARINDALE,THEFT,VERY HIGH
10660,2008,CARINDALE,THEFT,VERY HIGH
10661,2008,CARINDALE,THEFT,VERY HIGH
10662,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10663,2008,CARINDALE,DRUG,VERY HIGH
10664,2008,CARINDALE,DRUG,VERY HIGH
10665,2008,CARINDALE,FRAUD,VERY HIGH
10666,2008,CARINDALE,THEFT,VERY HIGH
10667,2008,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10668,2008,CARINDALE,THEFT,VERY HIGH
10669,2008,CARINDALE,THEFT,VERY HIGH
10670,2008,CARINDALE,THEFT,VERY HIGH
10671,2008,CARINDALE,THEFT,VERY HIGH
10672,2008,CARINDALE,THEFT,VERY HIGH
10673,2008,CARINDALE,FRAUD,VERY HIGH
10674,2008,CARINDALE,THEFT,VERY HIGH
10675,2008,CARINDALE,THEFT,VERY HIGH
10676,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10677,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10678,2008,CARINDALE,THEFT,VERY HIGH
10679,2008,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
10680,2008,CARINDALE,THEFT,VERY HIGH
10681,2008,CARINDALE,THEFT,VERY HIGH
10682,2008,CARINDALE,THEFT,VERY HIGH
10683,2008,CARINDALE,THEFT,VERY HIGH
10684,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10685,2008,CARINDALE,THEFT,VERY HIGH
10686,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10687,2008,CARINDALE,THEFT,VERY HIGH
10688,2008,CARINDALE,THEFT,VERY HIGH
10689,2008,CARINDALE,THEFT,VERY HIGH
10690,2008,CARINDALE,THEFT,VERY HIGH
10691,2008,CARINDALE,THEFT,VERY HIGH
10692,2008,CARINDALE,THEFT,VERY HIGH
10693,2008,CARINDALE,THEFT,VERY HIGH
10694,2008,CARINDALE,THEFT,VERY HIGH
10695,2008,CARINDALE,THEFT,VERY HIGH
10696,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10697,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10698,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10699,2008,CARINDALE,FRAUD,VERY HIGH
10700,2008,CARINDALE,FRAUD,VERY HIGH
10701,2008,CARINDALE,FRAUD,VERY HIGH
10702,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10703,2008,CARINDALE,THEFT,VERY HIGH
10704,2008,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10705,2008,CARINDALE,GOOD_ORDER,VERY HIGH
10706,2008,CARINDALE,THEFT,VERY HIGH
10707,2008,CARINDALE,THEFT,VERY HIGH
10708,2008,CARINDALE,THEFT,VERY HIGH
10709,2008,CARINDALE,THEFT,VERY HIGH
10710,2008,CARINDALE,THEFT,VERY HIGH
10711,2008,CARINDALE,ASSAULT,VERY HIGH
10712,2008,CARINDALE,FRAUD,VERY HIGH
10713,2008,CARINDALE,THEFT,VERY HIGH
10714,2008,CARINDALE,THEFT,VERY HIGH
10715,2008,CARINDALE,THEFT,VERY HIGH
10716,2008,CARINDALE,THEFT,VERY HIGH
10717,2008,CARINDALE,THEFT,VERY HIGH
10718,2008,CARINDALE,THEFT,VERY HIGH
10719,2008,CARINDALE,THEFT,VERY HIGH
10720,2008,CARINDALE,THEFT,VERY HIGH
10721,2008,CARINDALE,THEFT,VERY HIGH
10722,2008,CARINDALE,FRAUD,VERY HIGH
10723,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10724,2009,CARINDALE,FRAUD,VERY HIGH
10725,2009,CARINDALE,THEFT,VERY HIGH
10726,2009,CARINDALE,THEFT,VERY HIGH
10727,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10728,2009,CARINDALE,THEFT,VERY HIGH
10729,2009,CARINDALE,FRAUD,VERY HIGH
10730,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10731,2009,CARINDALE,THEFT,VERY HIGH
10732,2009,CARINDALE,THEFT,VERY HIGH
10733,2009,CARINDALE,FRAUD,VERY HIGH
10734,2009,CARINDALE,FRAUD,VERY HIGH
10735,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10736,2009,CARINDALE,FRAUD,VERY HIGH
10737,2009,CARINDALE,FRAUD,VERY HIGH
10738,2009,CARINDALE,THEFT,VERY HIGH
10739,2009,CARINDALE,THEFT,VERY HIGH
10740,2009,CARINDALE,THEFT,VERY HIGH
10741,2009,CARINDALE,THEFT,VERY HIGH
10742,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10743,2009,CARINDALE,FRAUD,VERY HIGH
10744,2009,CARINDALE,THEFT,VERY HIGH
10745,2009,CARINDALE,FRAUD,VERY HIGH
10746,2009,CARINDALE,FRAUD,VERY HIGH
10747,2009,CARINDALE,FRAUD,VERY HIGH
10748,2009,CARINDALE,THEFT,VERY HIGH
10749,2009,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10750,2009,CARINDALE,THEFT,VERY HIGH
10751,2009,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10752,2009,CARINDALE,FRAUD,VERY HIGH
10753,2009,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10754,2009,CARINDALE,THEFT,VERY HIGH
10755,2009,CARINDALE,THEFT,VERY HIGH
10756,2009,CARINDALE,FRAUD,VERY HIGH
10757,2009,CARINDALE,THEFT,VERY HIGH
10758,2009,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
10759,2009,CARINDALE,THEFT,VERY HIGH
10760,2009,CARINDALE,THEFT,VERY HIGH
10761,2009,CARINDALE,THEFT,VERY HIGH
10762,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10763,2009,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10764,2009,CARINDALE,THEFT,VERY HIGH
10765,2009,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
10766,2009,CARINDALE,THEFT,VERY HIGH
10767,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10768,2009,CARINDALE,THEFT,VERY HIGH
10769,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10770,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10771,2009,CARINDALE,THEFT,VERY HIGH
10772,2009,CARINDALE,THEFT,VERY HIGH
10773,2009,CARINDALE,THEFT,VERY HIGH
10774,2009,CARINDALE,THEFT,VERY HIGH
10775,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10776,2009,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10777,2009,CARINDALE,THEFT,VERY HIGH
10778,2009,CARINDALE,THEFT,VERY HIGH
10779,2009,CARINDALE,THEFT,VERY HIGH
10780,2009,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10781,2009,CARINDALE,THEFT,VERY HIGH
10782,2009,CARINDALE,THEFT,VERY HIGH
10783,2009,CARINDALE,THEFT,VERY HIGH
10784,2009,CARINDALE,FRAUD,VERY HIGH
10785,2009,CARINDALE,THEFT,VERY HIGH
10786,2009,CARINDALE,THEFT,VERY HIGH
10787,2009,CARINDALE,THEFT,VERY HIGH
10788,2009,CARINDALE,THEFT,VERY HIGH
10789,2009,CARINDALE,THEFT,VERY HIGH
10790,2009,CARINDALE,THEFT,VERY HIGH
10791,2009,CARINDALE,THEFT,VERY HIGH
10792,2009,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10793,2009,CARINDALE,THEFT,VERY HIGH
10794,2009,CARINDALE,THEFT,VERY HIGH
10795,2009,CARINDALE,THEFT,VERY HIGH
10796,2009,CARINDALE,THEFT,VERY HIGH
10797,2009,CARINDALE,THEFT,VERY HIGH
10798,2009,CARINDALE,THEFT,VERY HIGH
10799,2009,CARINDALE,THEFT,VERY HIGH
10800,2009,CARINDALE,THEFT,VERY HIGH
10801,2009,CARINDALE,THEFT,VERY HIGH
10802,2009,CARINDALE,THEFT,VERY HIGH
10803,2009,CARINDALE,THEFT,VERY HIGH
10804,2009,CARINDALE,THEFT,VERY HIGH
10805,2009,CARINDALE,THEFT,VERY HIGH
10806,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10807,2009,CARINDALE,THEFT,VERY HIGH
10808,2009,CARINDALE,THEFT,VERY HIGH
10809,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10810,2009,CARINDALE,THEFT,VERY HIGH
10811,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10812,2009,CARINDALE,THEFT,VERY HIGH
10813,2009,CARINDALE,THEFT,VERY HIGH
10814,2009,CARINDALE,THEFT,VERY HIGH
10815,2009,CARINDALE,THEFT,VERY HIGH
10816,2009,CARINDALE,THEFT,VERY HIGH
10817,2009,CARINDALE,THEFT,VERY HIGH
10818,2009,CARINDALE,THEFT,VERY HIGH
10819,2009,CARINDALE,THEFT,VERY HIGH
10820,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10821,2009,CARINDALE,THEFT,VERY HIGH
10822,2009,CARINDALE,THEFT,VERY HIGH
10823,2009,CARINDALE,THEFT,VERY HIGH
10824,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10825,2009,CARINDALE,THEFT,VERY HIGH
10826,2009,CARINDALE,THEFT,VERY HIGH
10827,2009,CARINDALE,THEFT,VERY HIGH
10828,2009,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10829,2009,CARINDALE,THEFT,VERY HIGH
10830,2009,CARINDALE,THEFT,VERY HIGH
10831,2009,CARINDALE,THEFT,VERY HIGH
10832,2009,CARINDALE,THEFT,VERY HIGH
10833,2009,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
10834,2009,CARINDALE,THEFT,VERY HIGH
10835,2009,CARINDALE,THEFT,VERY HIGH
10836,2009,CARINDALE,THEFT,VERY HIGH
10837,2009,CARINDALE,FRAUD,VERY HIGH
10838,2009,CARINDALE,THEFT,VERY HIGH
10839,2009,CARINDALE,DRUG,VERY HIGH
10840,2009,CARINDALE,THEFT,VERY HIGH
10841,2009,CARINDALE,FRAUD,VERY HIGH
10842,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10843,2009,CARINDALE,THEFT,VERY HIGH
10844,2009,CARINDALE,THEFT,VERY HIGH
10845,2009,CARINDALE,THEFT,VERY HIGH
10846,2009,CARINDALE,GOOD_ORDER,VERY HIGH
10847,2009,CARINDALE,THEFT,VERY HIGH
10848,2009,CARINDALE,THEFT,VERY HIGH
10849,2009,CARINDALE,THEFT,VERY HIGH
10850,2009,CARINDALE,THEFT,VERY HIGH
10851,2009,CARINDALE,THEFT,VERY HIGH
10852,2009,CARINDALE,THEFT,VERY HIGH
10853,2009,CARINDALE,THEFT,VERY HIGH
10854,2009,CARINDALE,FRAUD,VERY HIGH
10855,2009,CARINDALE,FRAUD,VERY HIGH
10856,2009,CARINDALE,THEFT,VERY HIGH
10857,2009,CARINDALE,THEFT,VERY HIGH
10858,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10859,2009,CARINDALE,GOOD_ORDER,VERY HIGH
10860,2009,CARINDALE,FRAUD,VERY HIGH
10861,2009,CARINDALE,THEFT,VERY HIGH
10862,2009,CARINDALE,FRAUD,VERY HIGH
10863,2009,CARINDALE,FRAUD,VERY HIGH
10864,2009,CARINDALE,FRAUD,VERY HIGH
10865,2009,CARINDALE,THEFT,VERY HIGH
10866,2011,CARINDALE,FRAUD,HIGH
10867,2009,CARINDALE,THEFT,VERY HIGH
10868,2009,CARINDALE,THEFT,VERY HIGH
10869,2009,CARINDALE,THEFT,VERY HIGH
10870,2009,CARINDALE,THEFT,VERY HIGH
10871,2009,CARINDALE,THEFT,VERY HIGH
10872,2009,CARINDALE,THEFT,VERY HIGH
10873,2009,CARINDALE,THEFT,VERY HIGH
10874,2009,CARINDALE,THEFT,VERY HIGH
10875,2009,CARINDALE,THEFT,VERY HIGH
10876,2009,CARINDALE,THEFT,VERY HIGH
10877,2009,CARINDALE,THEFT,VERY HIGH
10878,2009,CARINDALE,THEFT,VERY HIGH
10879,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10880,2009,CARINDALE,THEFT,VERY HIGH
10881,2009,CARINDALE,THEFT,VERY HIGH
10882,2009,CARINDALE,THEFT,VERY HIGH
10883,2009,CARINDALE,THEFT,VERY HIGH
10884,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10885,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10886,2009,CARINDALE,THEFT,VERY HIGH
10887,2009,CARINDALE,THEFT,VERY HIGH
10888,2009,CARINDALE,THEFT,VERY HIGH
10889,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10890,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10891,2009,CARINDALE,THEFT,VERY HIGH
10892,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10893,2009,CARINDALE,THEFT,VERY HIGH
10894,2009,CARINDALE,THEFT,VERY HIGH
10895,2009,CARINDALE,THEFT,VERY HIGH
10896,2009,CARINDALE,THEFT,VERY HIGH
10897,2009,CARINDALE,THEFT,VERY HIGH
10898,2009,CARINDALE,THEFT,VERY HIGH
10899,2009,CARINDALE,THEFT,VERY HIGH
10900,2009,CARINDALE,THEFT,VERY HIGH
10901,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10902,2009,CARINDALE,THEFT,VERY HIGH
10903,2009,CARINDALE,FRAUD,VERY HIGH
10904,2009,CARINDALE,THEFT,VERY HIGH
10905,2009,CARINDALE,THEFT,VERY HIGH
10906,2009,CARINDALE,THEFT,VERY HIGH
10907,2009,CARINDALE,THEFT,VERY HIGH
10908,2009,CARINDALE,THEFT,VERY HIGH
10909,2009,CARINDALE,THEFT,VERY HIGH
10910,2009,CARINDALE,THEFT,VERY HIGH
10911,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10912,2009,CARINDALE,THEFT,VERY HIGH
10913,2009,CARINDALE,THEFT,VERY HIGH
10914,2009,CARINDALE,THEFT,VERY HIGH
10915,2009,CARINDALE,FRAUD,VERY HIGH
10916,2009,CARINDALE,THEFT,VERY HIGH
10917,2009,CARINDALE,DRUG,VERY HIGH
10918,2009,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
10919,2009,CARINDALE,THEFT,VERY HIGH
10920,2009,CARINDALE,THEFT,VERY HIGH
10921,2009,CARINDALE,THEFT,VERY HIGH
10922,2009,CARINDALE,FRAUD,VERY HIGH
10923,2009,CARINDALE,FRAUD,VERY HIGH
10924,2009,CARINDALE,FRAUD,VERY HIGH
10925,2009,CARINDALE,FRAUD,VERY HIGH
10926,2009,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
10927,2009,CARINDALE,GOOD_ORDER,VERY HIGH
10928,2009,CARINDALE,THEFT,VERY HIGH
10929,2009,CARINDALE,FRAUD,VERY HIGH
10930,2009,CARINDALE,THEFT,VERY HIGH
10931,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10932,2009,CARINDALE,THEFT,VERY HIGH
10933,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10934,2009,CARINDALE,THEFT,VERY HIGH
10935,2009,CARINDALE,THEFT,VERY HIGH
10936,2009,CARINDALE,THEFT,VERY HIGH
10937,2009,CARINDALE,THEFT,VERY HIGH
10938,2009,CARINDALE,THEFT,VERY HIGH
10939,2009,CARINDALE,THEFT,VERY HIGH
10940,2009,CARINDALE,THEFT,VERY HIGH
10941,2009,CARINDALE,THEFT,VERY HIGH
10942,2009,CARINDALE,THEFT,VERY HIGH
10943,2009,CARINDALE,THEFT,VERY HIGH
10944,2009,CARINDALE,THEFT,VERY HIGH
10945,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10946,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10947,2009,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
10948,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
10949,2009,CARINDALE,THEFT,VERY HIGH
10950,2009,CARINDALE,THEFT,VERY HIGH
10951,2009,CARINDALE,THEFT,VERY HIGH
10952,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10953,2009,CARINDALE,THEFT,VERY HIGH
10954,2009,CARINDALE,THEFT,VERY HIGH
10955,2009,CARINDALE,THEFT,VERY HIGH
10956,2009,CARINDALE,THEFT,VERY HIGH
10957,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10958,2009,CARINDALE,DRUG,VERY HIGH
10959,2009,CARINDALE,FRAUD,VERY HIGH
10960,2009,CARINDALE,THEFT,VERY HIGH
10961,2009,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10962,2009,CARINDALE,THEFT,VERY HIGH
10963,2009,CARINDALE,THEFT,VERY HIGH
10964,2009,CARINDALE,FRAUD,VERY HIGH
10965,2009,CARINDALE,FRAUD,VERY HIGH
10966,2009,CARINDALE,THEFT,VERY HIGH
10967,2009,CARINDALE,THEFT,VERY HIGH
10968,2009,CARINDALE,THEFT,VERY HIGH
10969,2009,CARINDALE,THEFT,VERY HIGH
10970,2009,CARINDALE,THEFT,VERY HIGH
10971,2009,CARINDALE,THEFT,VERY HIGH
10972,2009,CARINDALE,THEFT,VERY HIGH
10973,2009,CARINDALE,THEFT,VERY HIGH
10974,2009,CARINDALE,THEFT,VERY HIGH
10975,2009,CARINDALE,THEFT,VERY HIGH
10976,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10977,2009,CARINDALE,DRUG,VERY HIGH
10978,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10979,2009,CARINDALE,THEFT,VERY HIGH
10980,2009,CARINDALE,THEFT,VERY HIGH
10981,2009,CARINDALE,ASSAULT,VERY HIGH
10982,2009,CARINDALE,THEFT,VERY HIGH
10983,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
10984,2009,CARINDALE,THEFT,VERY HIGH
10985,2009,CARINDALE,THEFT,VERY HIGH
10986,2009,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
10987,2009,CARINDALE,THEFT,VERY HIGH
10988,2009,CARINDALE,THEFT,VERY HIGH
10989,2009,CARINDALE,FRAUD,VERY HIGH
10990,2009,CARINDALE,FRAUD,VERY HIGH
10991,2009,CARINDALE,THEFT,VERY HIGH
10992,2009,CARINDALE,FRAUD,VERY HIGH
10993,2009,CARINDALE,THEFT,VERY HIGH
10994,2009,CARINDALE,THEFT,VERY HIGH
10995,2009,CARINDALE,THEFT,VERY HIGH
10996,2009,CARINDALE,THEFT,VERY HIGH
10997,2009,CARINDALE,THEFT,VERY HIGH
10998,2009,CARINDALE,THEFT,VERY HIGH
10999,2009,CARINDALE,FRAUD,VERY HIGH
11000,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
11001,2009,CARINDALE,THEFT,VERY HIGH
11002,2009,CARINDALE,THEFT,VERY HIGH
11003,2009,CARINDALE,THEFT,VERY HIGH
11004,2009,CARINDALE,FRAUD,VERY HIGH
11005,2009,CARINDALE,FRAUD,VERY HIGH
11006,2009,CARINDALE,FRAUD,VERY HIGH
11007,2009,CARINDALE,UNLAWFUL_ENTRY,VERY HIGH
11008,2009,CARINDALE,THEFT,VERY HIGH
11009,2009,CARINDALE,THEFT,VERY HIGH
11010,2009,CARINDALE,THEFT,VERY HIGH
11011,2009,CARINDALE,THEFT,VERY HIGH
11012,2009,CARINDALE,THEFT,VERY HIGH
11013,2009,CARINDALE,FRAUD,VERY HIGH
11014,2009,CARINDALE,GOOD_ORDER,VERY HIGH
11015,2009,CARINDALE,THEFT,VERY HIGH
11016,2009,CARINDALE,FRAUD,VERY HIGH
11017,2009,CARINDALE,FRAUD,VERY HIGH
11018,2009,CARINDALE,FRAUD,VERY HIGH
11019,2010,CARINDALE,FRAUD,MEDIUM
11020,2012,CARINDALE,FRAUD,VERY LOW
11021,2009,CARINDALE,THEFT,VERY HIGH
11022,2009,CARINDALE,THEFT,VERY HIGH
11023,2009,CARINDALE,THEFT,VERY HIGH
11024,2009,CARINDALE,THEFT,VERY HIGH
11025,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
11026,2009,CARINDALE,THEFT,VERY HIGH
11027,2009,CARINDALE,THEFT,VERY HIGH
11028,2009,CARINDALE,THEFT,VERY HIGH
11029,2009,CARINDALE,THEFT,VERY HIGH
11030,2009,CARINDALE,THEFT,VERY HIGH
11031,2009,CARINDALE,THEFT,VERY HIGH
11032,2009,CARINDALE,THEFT,VERY HIGH
11033,2009,CARINDALE,THEFT,VERY HIGH
11034,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
11035,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
11036,2009,CARINDALE,THEFT,VERY HIGH
11037,2009,CARINDALE,THEFT,VERY HIGH
11038,2009,CARINDALE,THEFT,VERY HIGH
11039,2009,CARINDALE,THEFT,VERY HIGH
11040,2009,CARINDALE,THEFT,VERY HIGH
11041,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
11042,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
11043,2009,CARINDALE,THEFT,VERY HIGH
11044,2009,CARINDALE,THEFT,VERY HIGH
11045,2009,CARINDALE,THEFT,VERY HIGH
11046,2009,CARINDALE,THEFT,VERY HIGH
11047,2009,CARINDALE,PROPERTY_DAMAGE,VERY HIGH
11048,2009,CARINDALE,THEFT,VERY HIGH
11049,2009,CARINDALE,THEFT,VERY HIGH
11050,2009,CARINDALE,THEFT,VERY HIGH
11051,2009,CARINDALE,THEFT,VERY HIGH
11052,2009,CARINDALE,FRAUD,VERY HIGH
11053,2009,CARINDALE,FRAUD,VERY HIGH
11054,2009,CARINDALE,ASSAULT,VERY HIGH
11055,2009,CARINDALE,THEFT,VERY HIGH
11056,2009,CARINDALE,THEFT,VERY HIGH
11057,2009,CARINDALE,THEFT,VERY HIGH
11058,2009,CARINDALE,THEFT,VERY HIGH
11059,2009,CARINDALE,THEFT,VERY HIGH
11060,2009,CARINDALE,THEFT,VERY HIGH
11061,2009,CARINDALE,THEFT,VERY HIGH
11062,2009,CARINDALE,ROBBERY,VERY HIGH
11063,2009,CARINDALE,THEFT,VERY HIGH
11064,2009,CARINDALE,THEFT,VERY HIGH
11065,2009,CARINDALE,DRUG,VERY HIGH
11066,2009,CARINDALE,THEFT,VERY HIGH
11067,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
11068,2009,CARINDALE,THEFT,VERY HIGH
11069,2009,CARINDALE,THEFT,VERY HIGH
11070,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
11071,2009,CARINDALE,THEFT,VERY HIGH
11072,2009,CARINDALE,THEFT,VERY HIGH
11073,2009,CARINDALE,THEFT,VERY HIGH
11074,2009,CARINDALE,THEFT,VERY HIGH
11075,2009,CARINDALE,DRUG,VERY HIGH
11076,2009,CARINDALE,THEFT,VERY HIGH
11077,2009,CARINDALE,THEFT,VERY HIGH
11078,2009,CARINDALE,THEFT,VERY HIGH
11079,2009,CARINDALE,THEFT,VERY HIGH
11080,2009,CARINDALE,THEFT,VERY HIGH
11081,2009,CARINDALE,HANDLING_STOLEN_GOODS,VERY HIGH
11082,2009,CARINDALE,THEFT,VERY HIGH
11083,2009,CARINDALE,THEFT,VERY HIGH
11084,2009,CARINDALE,THEFT,VERY HIGH
11085,2009,CARINDALE,THEFT,VERY HIGH
11086,2009,CARINDALE,THEFT,VERY HIGH
